time,temperature,voltage
0.0,16.8,0.0
100.33444816053512,20.119939323570904,10.0
200.66889632107024,23.32782419074804,10.0
301.0033444816054,26.42743665896498,10.0
401.33779264214047,29.42243113380733,10.0
501.67224080267556,32.31633867751269,10.0
602.0066889632108,34.99565877321296,9.64784778442397
702.3411371237459,34.96479071167245,1.7568726806015944
802.6755852842809,35.010025579846676,1.9829643794166787
903.010033444816,34.99564476524826,1.8079945631373846
1003.3444816053511,35.00226361860423,1.8697857143853347
1103.6789297658863,34.99899968366341,1.8406906373753713
1204.0133779264215,35.00045637803652,1.8545778342962147
1304.3478260869565,34.99978869788481,1.8483270928410265
1404.6822742474917,35.00009673190483,1.8511981653686482
1505.0167224080267,34.9999556337045,1.8498766488410012
1605.3511705685619,35.00002037313761,1.85048230838217
1705.685618729097,34.99999065198243,1.850204365032633
1806.020066889632,35.00000428968559,1.8503319448074182
1906.3545150501673,34.99999803133021,1.8502734022936997
2006.6889632107022,35.000000903434255,1.8503002679283052
2107.0234113712377,34.99999958540661,1.8502879388097442
2207.3578595317726,35.00000019026172,1.8502935967346403
2307.6923076923076,34.99999991268702,1.8502910002571413
2408.026755852843,35.0000000400688,1.8502921918084358
2508.361204013378,34.99999998161202,1.850291644993692
2608.695652173913,35.00000000843842,1.8502918959324826
2709.030100334448,34.99999999612753,1.8502917807741934
2809.3645484949834,35.00000000177712,1.8502918336214398
2909.6989966555184,34.99999999918447,1.8502918093693133
3010.0334448160534,35.00000000037426,1.8502918204988303
3110.367892976589,34.99999999982825,1.8502918153913896
3210.7023411371238,35.00000000007881,1.8502918177352623
3311.0367892976587,34.99999999996383,1.8502918166596665
3411.371237458194,35.0000000000166,1.8502918171532405
3511.705685618729,34.99999999999238,1.8502918169267324
3612.040133779264,35.000000000003496,1.850291817030682
3712.3745819397996,34.999999999998394,1.8502918169829763
3812.7090301003345,35.00000000000074,1.8502918170048803
3913.0434782608695,34.99999999999966,1.85029181699481
4013.3779264214045,35.000000000000156,1.8502918169994507
4113.71237458194,34.99999999999993,1.8502918169973164
4214.046822742475,35.00000000000003,1.8502918169982907
4314.38127090301,34.999999999999986,1.8502918169978742
4414.715719063545,35.000000000000014,1.8502918169980607
4515.050167224081,34.99999999999999,1.8502918169979194
4615.384615384615,35.0,1.8502918169980116
4715.719063545151,35.0,1.8502918169979892
4816.053511705686,35.0,1.8502918169979896
4916.387959866221,35.0,1.8502918169979896
5016.722408026756,35.0,1.8502918169979896
5117.056856187291,35.0,1.8502918169979896
5217.391304347826,35.0,1.8502918169979896
5317.725752508361,35.0,1.8502918169979896
5418.060200668896,35.0,1.8502918169979896
5518.394648829431,35.0,1.8502918169979896
5618.729096989967,35.0,1.8502918169979896
5719.063545150501,35.0,1.8502918169979896
5819.397993311037,35.0,1.8502918169979896
5919.732441471572,35.0,1.8502918169979896
6020.066889632107,35.0,1.8502918169979896
6120.401337792642,35.0,1.8502918169979896
6220.735785953178,35.0,1.8502918169979896
6321.070234113712,35.0,1.8502918169979896
6421.4046822742475,35.0,1.8502918169979896
6521.739130434783,35.0,1.8502918169979896
6622.0735785953175,35.0,1.8502918169979896
6722.408026755853,35.0,1.8502918169979896
6822.742474916388,35.0,1.8502918169979896
6923.076923076923,35.0,1.8502918169979896
7023.411371237458,35.0,1.8502918169979896
7123.745819397994,35.0,1.8502918169979896
7224.080267558528,35.0,1.8502918169979896
7324.414715719064,35.0,1.8502918169979896
7424.749163879599,35.0,1.8502918169979896
7525.083612040134,35.0,1.8502918169979896
7625.418060200669,35.0,1.8502918169979896
7725.7525083612045,35.0,1.8502918169979896
7826.086956521739,35.0,1.8502918169979896
7926.421404682274,35.0,1.8502918169979896
8026.755852842809,35.0,1.8502918169979896
8127.090301003344,35.0,1.8502918169979896
8227.42474916388,35.0,1.8502918169979896
8327.759197324414,35.0,1.8502918169979896
8428.09364548495,35.0,1.8502918169979896
8528.428093645485,35.0,1.8502918169979896
8628.76254180602,35.0,1.8502918169979896
8729.096989966556,35.0,1.8502918169979896
8829.43143812709,35.0,1.8502918169979896
8929.765886287625,35.0,1.8502918169979896
9030.100334448161,35.0,1.8502918169979896
9130.434782608696,35.0,1.8502918169979896
9230.76923076923,35.0,1.8502918169979896
9331.103678929767,35.0,1.8502918169979896
9431.438127090301,35.0,1.8502918169979896
9531.772575250836,35.0,1.8502918169979896
9632.107023411372,35.0,1.8502918169979896
9732.441471571907,35.0,1.8502918169979896
9832.775919732441,35.0,1.8502918169979896
9933.110367892976,35.0,1.8502918169979896
10033.444816053512,35.0,1.8502918169979896
10133.779264214047,35.0,1.8502918169979896
10234.113712374581,35.0,1.8502918169979896
10334.448160535117,35.0,1.8502918169979896
10434.782608695652,35.0,1.8502918169979896
10535.117056856187,35.0,1.8502918169979896
